ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
894,tami1289,894,b,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
895,tami1289,895,d,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
896,tami1289,896,d̠ʒ,,300,no,other distributional change,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
897,tami1289,897,ɖ,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
898,tami1289,898,f,,300,yes,new phoneme,no,
899,tami1289,899,ɡ,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
900,tami1289,900,ɲ,,300,unknown,to be checked,to be checked,
901,tami1289,901,s,,300,no,unknown,to be checked,(unclear: see p. 111)
902,tami1289,902,z,,300,yes,new phoneme,no,
903,belh1239,903,bʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
904,belh1239,904,dʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
905,belh1239,905,dz,"nepa1254,mait1250",301,yes,new phoneme,no,
906,belh1239,906,dzʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
907,belh1239,907,ɡʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
908,belh1239,908,ʌ,"nepa1254,mait1250",301,yes,new phoneme,no,
909,bond1245,909,d̪,,302,yes,new phoneme,no,should probably find another source
910,czec1258,910,oː,,303,yes,new phoneme,no,should probably find another source
911,chra1242,911,ɓ,viet1252,304,mostly,new phoneme,implosive,"some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese"
912,chra1242,912,ɗ,viet1252,304,mostly,new phoneme,implosive,"some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese"
913,chra1242,913,ɨə̯,viet1252,304,mostly,new phoneme,no,has to be checked
914,chra1242,914,uə̯,viet1252,304,mostly,new phoneme,no,has to be checked
915,stan1290,915,ŋ,stan1293,305,yes,new phoneme,no,
916,friu1240,916,dz,"ital1282,vene1258",306,yes,new phoneme,no,
917,friu1240,917,ts,"ital1282,lati1261,slov1268,stan1295",306,yes,new phoneme,no,
918,guja1253,918,æ,stan1293,307,yes,new phoneme,no,
919,guja1253,919,f,,307,yes,new phoneme,no,
920,guja1253,920,ɣ,,307,yes,new phoneme,no,
921,guja1253,921,x,,307,yes,new phoneme,no,
922,mose1249,922,ɡ,stan1288,308,yes,new phoneme,no,full grammar needed
923,mose1249,923,l,stan1288,308,yes,new phoneme,lateral,full grammar needed
924,osse1243,924,ɛ,russ1263,309,yes,new phoneme,to be checked,
925,osse1243,925,ɨ,russ1263,309,unknown,unknown,to be checked,
926,qelt1235,926,p,"west2369,nucl1301",310,yes,new phoneme,to be checked,European languages as source language too
927,ukaa1243,927,bʷ,akpe1248,311,yes,new phoneme,to be checked,"only attested in one word, there are 4 dialects and it is unclear if they borrowed the sound at the earlier stage or later independently"
928,tuvi1240,928,f,russ1263,312,yes,new phoneme,no,
929,tuvi1240,929,ts,russ1263,312,yes,new phoneme,no,
930,nene1249,930,r,,313,unknown,to be checked,to be checked,
931,russ1263,931,f,,314,yes,phonologization of allophone,to be checked,"From sourceː ""Like /ɛ/, the close central unrounded vowel /ɨ/ was borrowed from Russian. Even in newly borrowed words native speakers pronounce it more like /ɪ/ and it is not clear that the two vowels are distinct."" (Hettich 2002ː7)"
932,russ1263,932,fʲ,,314,yes,phonologization of allophone,to be checked,
933,moco1246,933,ɸ,stan1288,315,yes,new phoneme,to be checked,"/f/ in Spanish, adapted as /φ/ in Mocoví. The latter is only present in loanwords from Spanish."
934,moco1246,934,x,stan1288,315,yes,new phoneme,to be checked,
935,kute1248,935,d,"juku1259,haus1257,stan1293",316,yes,new phoneme,no,
936,kute1248,936,ɡ,"juku1259,haus1257,stan1293",316,yes,new phoneme,no,
937,kute1248,937,h,"haus1257,stan1293",316,unknown,new phoneme,to be checked,/h/ is also found in several native words of the Lissam dialect
938,kute1248,938,l,,316,yes,new phoneme,lateral,
939,kute1248,939,v,"juku1259,haus1257,stan1293",316,yes,new phoneme,voicing in fricatives,/v/ occurs in the Lissam dialect as an allophone of /b/
940,kute1248,940,z,"juku1259,haus1257,stan1293",316,yes,new phoneme,voicing in fricatives,
941,halh1238,941,f,russ1263,317,yes,new phoneme,no,In the speech of people who know Russian well
942,halh1238,942,k,russ1263,317,yes,new phoneme,no,In the speech of people who know Russian well
943,halh1238,943,ɬ,tibe1272,317,yes,new phoneme,no,
944,halh1238,944,ɮ,,317,no,other distributional change,no,Word-initially only in loans
945,halh1238,945,ɮʲ,mand1415,317,no,other distributional change,no,Word-initially only in loans. Maybe other source languages as well
946,halh1238,946,pʰ,,317,mostly,,no,
947,halh1238,947,pʲʰ,,317,mostly,,no,
948,halh1238,948,tʲ,mand1415,317,no,other distributional change,no,Word-initially only in loans. Maybe other source languages as well
949,halh1238,949,ʊa,mand1415,317,mostly,unknown,to be checked,diphthong
950,halh1238,950,ʊai,mand1415,317,mostly,unknown,to be checked,triphthong
951,halh1238,951,w,,317,no,other distributional change,no,Word-initially only in loans
952,caml1239,952,dz,nepa1254,318,yes,new phoneme,to be checked,
953,caml1239,953,d̤z̤,nepa1254,318,mostly,other distributional change,to be checked,
954,caml1239,954,ɡ,nepa1254,318,mostly,other distributional change,to be checked,
955,caml1239,955,ɡ̤,nepa1254,318,mostly,other distributional change,to be checked,
956,galo1242,956,s,assa1263,319,no,other distributional change,to be checked,
957,copi1238,957,d̤ɮ̤,,320,unknown,to be checked,to be checked,
958,copi1238,958,ɬ,,320,unknown,to be checked,to be checked,
959,copi1238,959,m̤,,320,unknown,to be checked,to be checked,
960,copi1238,960,n̤,,320,unknown,to be checked,to be checked,
961,copi1238,961,ndl,,320,unknown,to be checked,to be checked,
962,copi1238,962,n̤d̤ɮ̤,,320,unknown,to be checked,to be checked,
963,copi1238,963,ʃ,,320,unknown,to be checked,to be checked,
964,copi1238,964,tl,,320,unknown,to be checked,to be checked,
965,copi1238,965,tlʱ,,320,unknown,to be checked,to be checked,
966,idom1241,966,l,haus1257,321,yes,new phoneme,lateral,Other source languages too
967,nucl1440,967,b,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
968,nucl1440,968,f,,322,mostly,other distributional change,to be checked,"""/f/ is rare in indigenous Masalit lexemes. Occurs very rarely in final positions in indigenous Masalit"""
969,nucl1440,969,h,suda1235,322,mostly,other distributional change,to be checked,"""/h/ is rare in indigenous Masalit lexemes. Medial /h/ is very rare in indigenous Masalit lexemes. """
970,nucl1440,970,l,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
971,nucl1440,971,s,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
972,nucl1440,972,t,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
973,nucl1440,973,x,suda1235,322,yes,new phoneme,to be checked,
974,nucl1440,974,z,suda1235,322,yes,new phoneme,to be checked,
975,nubi1253,975,ð,"suda1235,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
976,nubi1253,976,ħ,suda1235,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
977,nubi1253,977,ɱ,"suda1235,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
978,nubi1253,978,ŋ,"suda1235,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
979,nubi1253,979,q,suda1235,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
980,nubi1253,980,ɽ,"suda1235,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
981,nubi1253,981,x,suda1235,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
982,nubi1253,982,ʔ,suda1235,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
983,nubi1253,983,θ,"suda1235,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
984,wage1238,984,ʎ,,324,yes,new phoneme,to be checked,
985,waal1238,985,d,,325,no,other distributional change,to be checked,one loanword in which there's intervocalic [d] and not [ɖ]
986,umbu1235,986,ɛː,,326,yes,new phoneme,to be checked,There exists native short /ɛ/
987,badi1246,987,o,,327,yes,unknown,to be checked,
988,gune1238,988,ɘ,"ngal1292,remb1249",328,mostly,unknown,to be checked,"""[The] phonemic realisation ranges across [ɨ], [ʉ] and [ɘ]"""
989,wand1263,989,t̪,nung1290,329,mostly,new phoneme,to be checked,"Source lists it as d̪, though it is always fortis and voiceless. Source language: Nunggubuyu or another northern language"
990,madh1244,990,ə,,330,yes,new phoneme,to be checked,"Only in one lexical item: belidjmen [belɪtjmɘn] ""policeman"". (source doesn't say if borrowed directly from english)"
991,jami1236,991,e,,331,unknown,unknown,to be checked,
992,iwai1244,992,t̪,maka1310,332,yes,new phoneme,dental,
993,anin1240,993,l,"gupa1247,maka1310,stan1293",333,no,other distributional change,to be checked,
994,anin1240,994,ɭ,gupa1247,333,mostly,unknown,to be checked,Reconstructed for proto-Gunwinyguan but natively only in one lexical item (as pronounced by older speakers)
995,anin1240,995,ʃ,stan1293,333,yes,new phoneme,fricative,
996,anin1240,996,t,"gupa1247,stan1293",333,mostly,other distributional change,to be checked,
997,murr1259,997,cç,"stan1293,krio1252",334,yes,new phoneme,to be checked,"In young men's speech, only in careful speech, from english /tʃ/"
998,murr1259,998,f,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
999,murr1259,999,s,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
1000,murr1259,1000,ʃ,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
1001,djin1253,1001,n̪,,335,yes,new phoneme,to be checked,
1002,djin1253,1002,o,,335,yes,new phoneme,to be checked,
1003,djin1253,1003,s,,335,yes,new phoneme,to be checked,
1004,djin1253,1004,t̪,,335,yes,new phoneme,to be checked,
1005,djin1253,1005,v,,335,yes,new phoneme,to be checked,
1006,arab1267,1006,o,,336,yes,new phoneme,to be checked,
1007,umpi1239,1007,e,,337,yes,new phoneme,to be checked,
1008,umpi1239,1008,eː,,337,yes,new phoneme,to be checked,
1009,umpi1239,1009,o,,337,yes,new phoneme,to be checked,
1010,gugu1254,1010,f,,338,yes,new phoneme,to be checked,
1011,nyam1271,1011,n̪,,339,yes,new phoneme,to be checked,
1012,maun1240,1012,v,,340,yes,new phoneme,to be checked,
1013,yala1262,1013,iː,,342,yes,new phoneme,to be checked,
1014,yala1262,1014,uː,,342,yes,new phoneme,to be checked,
1015,kitj1240,1015,s,,343,yes,new phoneme,to be checked,
1016,kart1247,1016,f,,344,yes,new phoneme,to be checked,
1017,kart1247,1017,o,,344,yes,new phoneme,to be checked,
1018,yayg1236,1018,eː,,345,yes,new phoneme,to be checked,
1019,koyr1242,1019,p,stan1290,346,no,unknown,to be checked,Also in interjections. Maybe other source languages too
1020,koyr1242,1020,ʃ,nort3191,346,no,unknown,to be checked,Maybe other source languages too
1021,koyr1242,1021,ʒ,nort3191,346,no,unknown,to be checked,Maybe other source languages too
1022,koyr1242,1022,ʔ,nort3191,346,no,new phoneme,to be checked,Maybe other source languages too
1023,heib1243,1023,f,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1024,heib1243,1024,h,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1025,heib1243,1025,s,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1026,heib1243,1026,v,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1027,heib1243,1027,x,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1028,heib1243,1028,z,nort3191,347,yes,new phoneme,to be checked,Maybe other source languages too
1029,uppe1455,1029,ʎ,macr1272,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1030,uppe1455,1030,ʃ,macr1272,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1031,uppe1455,1031,v,macr1272,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1032,uppe1455,1032,z,macr1272,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1033,uppe1455,1033,ʒ,macr1272,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1034,luch1239,1034,ð,,349,yes,new phoneme,to be checked,
1035,luch1239,1035,n̠d̠ʒ,,349,no,unknown,to be checked,"significant increase in frequency
Also renders Portuguese /ʒ/"
1036,luch1239,1036,ʃ,,349,yes,new phoneme,to be checked,
1037,luch1239,1037,t̪,,349,yes,new phoneme,to be checked,
1038,luch1239,1038,ʒ,,349,yes,new phoneme,to be checked,
1039,luch1239,1039,θ,,349,yes,new phoneme,to be checked,
1040,lagw1237,1040,d̠ʒ,"bagi1246,stan1318,ngam1268,fula1264",351,mostly,new phoneme,affricate,
1041,lagw1237,1041,ʃ,"kanu1281,stan1318,stan1290",351,no,phonologization of allophone,to be checked,
1042,lagw1237,1042,t̠ʃ,"kanu1281,stan1318",351,yes,new phoneme,affricate,
1043,lagw1237,1043,ʔ,"bagi1246,stan1318",351,no,phonologization of allophone,to be checked,
1044,kuwa1246,1044,p,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1045,kuwa1246,1045,ʃ,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1046,kuwa1246,1046,v,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1047,kuwa1246,1047,z,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1048,kuwa1246,1048,ʒ,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1049,tach1250,1049,l̪ˤ,nort3191,355,no,unknown,to be checked,
1050,tach1250,1050,n̪ˤ,stan1290,355,yes,unknown,to be checked,"Only in one word: [mnːˁk] ‘miss!’ from French manquer.
The French vowel [ɑ] is associated with contexts of pharyngealization in Berber and therefore caused the [n] to be rendered as pharyngealized."
1051,tach1250,1051,ʕ,nort3191,355,no,unknown,to be checked,
1052,bike1242,1052,kp,ewon1239,357,yes,new phoneme,labiovelar,
1053,bike1242,1053,ŋmɡb,ewon1239,357,yes,new phoneme,labiovelar,
1054,bike1242,1054,ŋmkp,"ewon1239,koon1245",357,yes,new phoneme,labiovelar,"Source languages: Ewondo, Bajue/Koonzime"
1055,bike1242,1055,p,"dual1243,koon1245",357,yes,new phoneme,to be checked,mp does natively exist
1056,bike1242,1056,ua,ewon1239,357,yes,new phoneme,to be checked,"Appears also in mətúa, from French moteur.
There exists a native bisyllabic vocal sequence [u.a], but the borrowed one is monosyllabic"
1057,lega1249,1057,d̠ʒ,swah1253,358,yes,new phoneme,affricate,
1058,lega1249,1058,f,swah1253,358,yes,new phoneme,to be checked,
1059,lega1249,1059,t̠ʃ,swah1253,358,yes,new phoneme,affricate,
1060,lega1249,1060,v,swah1253,358,yes,new phoneme,to be checked,
1061,food1238,1061,h,,359,yes,new phoneme,to be checked,
1062,food1238,1062,r,arab1395,359,yes,new phoneme,rhotic,
1063,food1238,1063,v,stan1290,359,yes,new phoneme,to be checked,
1064,food1238,1064,z,,359,yes,new phoneme,to be checked,
1065,mawa1270,1065,f,arab1395,360,yes,new phoneme,labiodental,
1066,mawa1270,1066,h,arab1395,360,yes,new phoneme,glottal,
1067,mawa1270,1067,z,arab1395,360,mostly,other distributional change,to be checked,native [z] exists as a fusion of /s/ with a following nasal
1068,bagi1246,1068,f,,361,yes,new phoneme,labiodental,
1069,bagi1246,1069,h,,361,yes,new phoneme,to be checked,
1070,bagi1246,1070,ʃ,,361,yes,new phoneme,palato-alveolar,
1071,bagi1246,1071,z,,361,unknown,unknown,to be checked,"grammar lists it both as a loan sound and as a native one, there might be a mistake"
1072,arbo1245,1072,pʰ,,362,mostly,new phoneme,to be checked,
1073,arbo1245,1073,t̪ʼ,,362,mostly,new phoneme,to be checked,
1074,abua1245,1074,p,tokp1240,364,yes,new phoneme,no,
1075,agut1237,1075,f,stan1288,365,yes,new phoneme,labiodental,
1076,agut1237,1076,h,stan1288,365,yes,new phoneme,no,
1077,akla1241,1077,d̠ʒ,stan1293,366,yes,new phoneme,affricate,commonly appears as [dy].
1078,akla1241,1078,e,"stan1288,stan1293",366,yes,new phoneme,mid vowels,has a lax allophone [ɛ].
1079,akla1241,1079,f,stan1288,366,yes,new phoneme,labiodental,commonly appears as [p].
1080,akla1241,1080,o,"stan1288,stan1293",366,no,phonologization of allophone,mid vowels,allophone of native /u/. has a lax allophone [ɔ].
1081,akla1241,1081,ɾ,"stan1288,stan1293",366,no,other distributional change,no,appears word initially inly in loanwords and in several grammatical words (mostly deictics) in which it alternates with /d/.
1082,akla1241,1082,t̠ʃ,"stan1288,stan1293",366,yes,new phoneme,affricate,commonly appears as [ts].
1083,akla1241,1083,v,"stan1288,stan1293",366,yes,new phoneme,labiodental,"mostly in names, based on english pronounciation of spanish spelling. commonly appears as [b]."
1084,akoy1238,1084,ŋ,hamt1247,367,mostly,new phoneme,no,
1085,akoy1238,1085,ʔ,hamt1247,367,mostly,new phoneme,glottal,appears non-phonemically between vowel.
1086,alor1247,1086,b,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1087,alor1247,1087,h,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1088,alor1247,1088,m,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1089,alor1247,1089,p,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1090,alor1247,1090,s,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1091,alor1247,1091,t,"arab1395,indo1316,dutc1256",368,no,other distributional change,no,appears word finally only in loanwords.
1092,amar1273,1092,d̠ʒ,kupa1239,369,no,new phoneme,affricate,"appears non-phonemically (as an epenthetic) in native phonology. also as [ʒ, j]."
1093,amar1273,1093,ɡʷ,kupa1239,369,no,new phoneme,no,"appears non-phonemically (as an epenthetic) in native phonology. also as [ɣʷ, ɰʷ]."
1094,ambo1250,1094,f,"stan1293,dutc1256",370,yes,new phoneme,labiodental,
1095,anem1249,1095,r,"lusi1240,kove1237,tokp1240",371,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.
1096,apma1240,1096,f,bisl1239,372,yes,new phoneme,labiodental,
1097,apma1240,1097,ɡ,bisl1239,372,no,other distributional change,no,appears syllable finally only in loanwords.
1098,apma1240,1098,p,bisl1239,372,no,phonologization of allophone,no,allophone of /b/ in native phonology.
1099,apma1240,1099,ts,bisl1239,372,no,phonologization of allophone,affricate,allophone of /t/ in native phonology. most minimal and near minimal pairs are due to Bislama loanwords with /t/ violating allophony.
1100,aral1243,1100,d̠ʒ,indo1316,373,yes,new phoneme,affricate,"uncommon, usually as [d]. Tabulahan dialect"
1101,aral1243,1101,ɡ,indo1316,373,yes,new phoneme,no,"uncommon, usually as [k]. Tabulahan dialect"
1102,aral1243,1102,ɾ,indo1316,373,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.
1103,aral1243,1103,t̠ʃ,indo1316,373,yes,new phoneme,affricate,"uncommon, usually as [t]."
1104,atay1247,1104,y,mand1415,374,yes,new phoneme,no,"marginal, appears in few words and names."
1105,awar1248,1105,ai,tokp1240,375,yes,new phoneme,diphthongs,both vowels appear in native phonology.
1106,awar1248,1106,d̠ʒ,tokp1240,375,yes,new phoneme,affricate,
1107,awar1248,1107,f,tokp1240,375,yes,new phoneme,no,
1108,awar1248,1108,l,tokp1240,375,no,other distributional change,no,appers word initially only in loanwords.
1109,awar1248,1109,ŋ,yabe1254,375,no,other distributional change,no,all word initial /ŋ/ except for two cases are in loanwords.
1110,awar1248,1110,s,tokp1240,375,no,other distributional change,no,"all word final /s/ except for two cases (an interjection and a reduplicated form, probably also borrowed) are in loanwords."
1111,baik1238,1111,ɡ,"kupa1239,macr1272",376,yes,new phoneme,no,Portuguese probably via Tetum.
1112,baik1238,1112,ʎ,macr1272,376,yes,new phoneme,palatal,probably via Tetum.
1113,baik1238,1113,ɲ,"kupa1239,macr1272",376,yes,new phoneme,palatal,Portuguese probably via Tetum.
1114,baik1238,1114,ʃ,macr1272,376,yes,new phoneme,no,probably via Tetum.
1115,baik1238,1115,v,macr1272,376,yes,new phoneme,no,probably via Tetum.
1116,baik1238,1116,w,kupa1239,376,yes,new phoneme,approximant,
1117,baik1238,1117,z,macr1272,376,yes,new phoneme,no,probably via Tetum.
1118,bala1315,1118,d̠ʒ,indo1316,377,yes,new phoneme,affricate,in old loanwords replaced by native /d/.
1119,bala1315,1119,h,indo1316,377,yes,new phoneme,no,
1120,bala1315,1120,t̠ʃ,indo1316,377,yes,new phoneme,affricate,in old loanwords replaced by native /s/.
1121,balu1257,1121,d,"tokp1240,stan1293",378,no,phonologization of allophone,voicing,"allophone of /t/, no voicing distinction in native phonology."
1122,balu1257,1122,f,stan1293,378,yes,new phoneme,labiodental,commonly as [p].
1123,bata1293,1123,f,indo1316,379,yes,new phoneme,labiodental,"not a native Malay phoneme, originally from Arabic and Dutch."
1124,bata1293,1124,ɲ,indo1316,379,yes,new phoneme,no,sometimes as [n].
1125,bata1293,1125,ʃ,indo1316,379,yes,new phoneme,no,"somtumes as [s]. not a native Malay phoneme, originally from Arabic"
1126,bata1293,1126,v,indo1316,379,yes,new phoneme,labiodental,"not a native Malay phoneme, originally from Dutch and English."
1127,bata1293,1127,z,indo1316,379,yes,new phoneme,no,"sometimes as [dʒ]. not a native Malay phoneme, originally from Arabic"
1128,beka1241,1128,f,indo1316,380,yes,new phoneme,labiodental,free variation with [p].
1129,beka1241,1129,h,indo1316,380,yes,new phoneme,no,
1130,beka1241,1130,t̠ʃ,indo1316,380,yes,new phoneme,no,free variation with [s].
1131,beka1241,1131,v,indo1316,380,yes,new phoneme,labiodental,free variation with [p].
1132,blag1240,1132,j,indo1316,381,no,new phoneme,approximant,appears in one interjection.
1133,bobo1255,1133,h,indo1316,382,no,phonologization of allophone,no,allophone of /ɸ/ in native phonology.
1134,bobo1255,1134,w,indo1316,382,yes,new phoneme,no,
1135,boto1242,1135,e,stan1288,383,yes,new phoneme,no,"uncommon, probably via Tagalog/Iloko."
1136,boto1242,1136,s,"stan1288,taga1270",383,yes,new phoneme,no,commonly as [h].
1137,bugi1244,1137,f,"arab1395,dutc1256",384,yes,new phoneme,labiodental,commonly as [p].
1138,bugi1244,1138,h,"arab1395,dutc1256",384,mostly,other distributional change,no,
1139,bugi1244,1139,x,arab1395,384,yes,new phoneme,no,commonly as [h].
1140,bugi1244,1140,z,arab1395,384,yes,new phoneme,no,
1141,buli1255,1141,d̠ʒ,nort2828,385,yes,new phoneme,no,
1142,buna1278,1142,d̠ʒ,indo1316,386,yes,new phoneme,no,word initially sometimes as [z].
1143,buna1278,1143,f,tetu1245,386,yes,new phoneme,labiodental,commonly as [p].
1144,buru1303,1144,d̠ʒ,ambo1250,387,no,phonologization of allophone,affricate,allophone of /j/ in native honology.
1145,buru1303,1145,t̠ʃ,ambo1250,387,no,phonologization of allophone,affricate,appears in native phonology as a contraction of stop+/s/.
1146,cent2087,1146,d̠ʒ,"stan1293,stan1288",388,yes,new phoneme,affricate,
1147,cent2087,1147,e,stan1288,388,no,phonologization of allophone,mid vowels,
1148,cent2087,1148,f,"stan1293,stan1288",388,yes,new phoneme,labiodental,
1149,cent2087,1149,ʎ,stan1288,388,yes,new phoneme,no,
1150,cent2087,1150,ɲ,stan1288,388,yes,new phoneme,no,
1151,cent2087,1151,o,stan1288,388,no,phonologization of allophone,mid vowels,
1152,cent2087,1152,ʃ,"stan1293,stan1288",388,yes,new phoneme,no,
1153,cent2087,1153,t̠ʃ,"stan1293,stan1288",388,yes,new phoneme,affricate,
1154,cent2087,1154,v,"stan1293,stan1288",388,yes,new phoneme,labiodental,
1155,cent2087,1155,z,"stan1293,stan1288",388,yes,new phoneme,no,
1156,cent2087,1156,ʒ,stan1288,388,yes,new phoneme,no,probably borrowing of Spanish /ʝ/.
1157,cent2100,1157,d̠ʒ,stan1306,389,yes,new phoneme,affricate,
1158,cent2101,1158,ɣ,stan1306,390,yes,new phoneme,no,malay /r/
1159,cent2101,1159,t̠ʃ,stan1306,390,yes,new phoneme,no,
1160,cham1312,1160,e,stan1288,391,no,phonologization of allophone,mid vowels,originally an allophone of /i/.
1161,cham1312,1161,l,stan1288,391,no,phonologization of allophone,lateral,allophone of /r/ in native phonology. many Spanish loanwords with [r] ape pronounced with /l/.
1162,cham1312,1162,o,stan1288,391,no,phonologization of allophone,mid vowels,originally an allophone of /u/.
1163,chek1238,1163,v,bugh1239,392,mostly,new phoneme,no,
1164,chek1238,1164,w,piji1239,392,yes,new phoneme,approximant,
1165,ciac1237,1165,d̠ʒ,indo1316,393,yes,new phoneme,no,probably an older loan phoneme than the others in Cia-Cia.
1166,ciac1237,1166,j,indo1316,393,yes,new phoneme,no,
1167,ciac1237,1167,t̠ʃ,indo1316,393,no,phonologization of allophone,no,allophone of /t/ in native phonology.
1168,daak1235,1168,n̠t̠ʃ,stan1306,394,yes,new phoneme,no,most loanwords are adapted with [s]. prenasalization does not appear in Malay but is phonemic in Kaili.
1169,daak1235,1169,t̠ʃ,"stan1306,ledo1238",394,yes,new phoneme,no,most loanwords are adapted with [s].
1170,dehu1237,1170,b,"stan1290,stan1293",395,yes,new phoneme,no,
1171,dehu1237,1171,d̠ʒ,"stan1290,stan1293",395,yes,new phoneme,no,
1172,dehu1237,1172,v,"stan1290,stan1293",395,yes,new phoneme,no,
1173,domm1246,1173,l,tokp1240,396,no,other distributional change,no,appears word initially only in loanwords and in one clitic.
1174,domm1246,1174,ʟ,kuma1280,396,no,phonologization of allophone,no,allophone of /l/ in native phonology. commonly as [k] in loanwords.
1175,domm1246,1175,n̠d̠ʒ,tokp1240,396,yes,new phoneme,affricate,prenasalisation appears in voiced stops in Dom.
1176,domm1246,1176,t̠ʃ,tokp1240,396,no,phonologization of allophone,affricate,allophone of /s/ in native phonology.
1177,dumb1241,1177,l,stan1290,397,yes,new phoneme,lateral,
1178,ende1246,1178,l,lioo1240,398,yes,new phoneme,lateral,"uncommon, cognates of words with /l/ in Li'o appear with /ɹ/ in Ende."
1179,fiji1243,1179,f,stan1293,399,yes,new phoneme,no,
1180,fiji1243,1180,p,stan1293,399,yes,new phoneme,no,
1181,fiji1243,1181,t̠ʃ,stan1293,399,yes,new phoneme,affricate,
1182,foii1241,1182,l,,400,yes,new phoneme,lateral,
1183,foii1241,1183,p,,400,no,other distributional change,no,uncommon. appears in two native words.
1184,ford1242,1184,d̠ʒ,ambo1250,401,yes,new phoneme,affricate,
1185,ford1242,1185,p,ambo1250,401,yes,new phoneme,no,
1186,ford1242,1186,t̠ʃ,ambo1250,401,yes,new phoneme,affricate,
1187,gadd1244,1187,h,,402,yes,new phoneme,no,
1188,gadd1244,1188,r,,402,no,other distributional change,no,occures in word finally only in loanwords.
